u;theta rad;omega rad/s
-4;1993.329091;-56.80545455
-4;1987.634273;-56.94818182
-4;1981.953727;-56.80545455
-4;1976.230364;-57.23363636
-4;1970.521273;-57.09090909
-4;1964.797909;-57.23363636
-4;1959.060273;-57.37636364
-4;1953.322636;-57.37636364
-4;1947.556455;-57.66181818
-4;1941.790273;-57.66181818
-4;1936.009818;-57.80454545
-4;1930.229364;-57.80454545
-4;1924.420364;-58.09
-4;1918.597091;-58.23272727
-4;1912.788091;-58.09
-4;1906.950545;-58.37545455
-4;1901.113;-58.37545455
-4;1895.275455;-58.37545455
-4;1889.423636;-58.51818182
-4;1883.571818;-58.51818182
-4;1877.691455;-58.80363636
-4;1871.811091;-58.80363636
-4;1865.930727;-58.80363636
-4;1860.036091;-58.94636364
-4;1854.127182;-59.08909091
-4;1848.232545;-58.94636364
-4;1842.323636;-59.08909091
-4;1836.400455;-59.23181818
-4;1830.477273;-59.23181818
-4;1824.539818;-59.37454545
-4;1818.588091;-59.51727273
-4;1812.636364;-59.51727273
-4;1806.684636;-59.51727273
-4;1800.718636;-59.66
-4;1794.738364;-59.80272727
-4;1788.758091;-59.80272727
-4;1782.792091;-59.66
-4;1776.797545;-59.94545455
-4;1770.803;-59.94545455
-4;1764.794182;-60.08818182
-4;1758.785364;-60.08818182
-4;1752.776545;-60.08818182
-4;1746.753455;-60.23090909
-4;1740.716091;-60.37363636
-4;1734.693;-60.23090909
-4;1728.655636;-60.37363636
-4;1722.618273;-60.37363636
-4;1716.566636;-60.51636364
-4;1710.515;-60.51636364
-4;1704.463364;-60.51636364
-4;1698.411727;-60.51636364
-4;1692.374364;-60.37363636
-4;1686.308455;-60.65909091
-4;1680.228273;-60.80181818
-4;1674.176636;-60.51636364
-4;1668.096455;-60.80181818
-4;1662.016273;-60.80181818
-4;1655.936091;-60.80181818
-4;1649.841636;-60.94454545
-4;1643.761455;-60.80181818
-4;1637.667;-60.94454545
-4;1631.572545;-60.94454545
-4;1625.478091;-60.94454545
-4;1619.369364;-61.08727273
-4;1613.274909;-60.94454545
-4;1607.166182;-61.08727273
-4;1601.043182;-61.23
-4;1594.920182;-61.23
-4;1588.811455;-61.08727273
-4;1582.674182;-61.37272727
-4;1576.551182;-61.23
-4;1570.399636;-61.51545455
-4;1564.262364;-61.37272727
-4;1558.125091;-61.37272727
-4;1551.973545;-61.51545455
-4;1545.836273;-61.37272727
-4;1539.670455;-61.65818182
-4;1533.518909;-61.51545455
-4;1527.367364;-61.51545455
-4;1521.201545;-61.65818182
-4;1515.035727;-61.65818182
-4;1508.855636;-61.80090909
-4;1502.689818;-61.65818182
-4;1496.509727;-61.80090909
-4;1490.343909;-61.65818182
-4;1484.149545;-61.94363636
-4;1477.969455;-61.80090909
-4;1471.789364;-61.80090909
-4;1465.595;-61.94363636
-4;1459.400636;-61.94363636
-4;1453.192;-62.08636364
-4;1446.983364;-62.08636364
-4;1440.774727;-62.08636364
-4;1434.566091;-62.08636364
-4;1428.357455;-62.08636364
-4;1422.134545;-62.22909091
-4;1415.925909;-62.08636364
-4;1409.717273;-62.08636364
-4;1403.494364;-62.22909091
-4;1397.285727;-62.08636364
-4;1391.062818;-62.22909091
-4;1384.839909;-62.22909091
-4;1378.617;-62.22909091
-4;1372.394091;-62.22909091
-4;1366.171182;-62.22909091
-4;1359.948273;-62.22909091
-4;1353.711091;-62.37181818
-4;1347.488182;-62.22909091
-4;1341.251;-62.37181818
-4;1335.013818;-62.37181818
-4;1328.776636;-62.37181818
-4;1322.539455;-62.37181818
-4;1316.302273;-62.37181818
-4;1310.065091;-62.37181818
-4;1303.827909;-62.37181818
-4;1297.576455;-62.51454545
-4;1291.325;-62.51454545
-4;1285.073545;-62.51454545
-4;1278.822091;-62.51454545
-4;1272.570636;-62.51454545
-4;1266.319182;-62.51454545
-4;1260.039182;-62.8
-4;1253.787727;-62.51454545
-4;1247.536273;-62.51454545
-4;1241.256273;-62.8
-4;1234.990545;-62.65727273
-4;1228.710545;-62.8
-4;1222.430545;-62.8
-4;1216.150545;-62.8
-4;1209.884818;-62.65727273
-4;1203.590545;-62.94272727
-4;1197.296273;-62.94272727
-4;1191.002;-62.94272727
-4;1184.722;-62.8
-4;1178.427727;-62.94272727
-4;1172.133455;-62.94272727
-4;1165.839182;-62.94272727
-4;1159.544909;-62.94272727
-4;1153.236364;-63.08545455
-4;1146.942091;-62.94272727
-4;1140.647818;-62.94272727
-4;1134.353545;-62.94272727
-4;1128.059273;-62.94272727
-4;1121.765;-62.94272727
-4;1115.470727;-62.94272727
-4;1109.162182;-63.08545455
-4;1102.853636;-63.08545455
-4;1096.545091;-63.08545455
-4;1090.250818;-62.94272727
-4;1083.928;-63.22818182
-4;1077.619455;-63.08545455
-4;1071.310909;-63.08545455
-4;1065.002364;-63.08545455
-4;1058.693818;-63.08545455
-4;1052.371;-63.22818182
-4;1046.062455;-63.08545455
-4;1039.725364;-63.37090909
-4;1033.416818;-63.08545455
-4;1027.079727;-63.37090909
-4;1020.771182;-63.08545455
-4;1014.434091;-63.37090909
-4;1008.111273;-63.22818182
-4;1001.774182;-63.37090909
-4;995.4370909;-63.37090909
-4;989.1142727;-63.22818182
-4;982.7771818;-63.37090909
-4;976.4543636;-63.22818182
-4;970.1172727;-63.37090909
-4;963.7944545;-63.22818182
-4;957.4573636;-63.37090909
-4;951.1202727;-63.37090909
-4;944.7831818;-63.37090909
-4;938.4603636;-63.22818182
-4;932.1232727;-63.37090909
-2;925.829;-62.94272727
-2;919.5347273;-62.94272727
-2;913.2975455;-62.37181818
-2;907.0889091;-62.08636364
-2;900.9230909;-61.65818182
-2;894.7858182;-61.37272727
-2;888.6770909;-61.08727273
-2;882.6254545;-60.51636364
-2;876.5880909;-60.37363636
-2;870.5935455;-59.94545455
-2;864.6418182;-59.51727273
-2;858.7043636;-59.37454545
-2;852.8097273;-58.94636364
-2;846.9436364;-58.66090909
-2;841.1060909;-58.37545455
-2;835.2970909;-58.09
-2;829.5166364;-57.80454545
-2;823.7504545;-57.66181818
-2;818.0413636;-57.09090909
-2;812.3465455;-56.94818182
-2;806.6945455;-56.52
-2;801.0853636;-56.09181818
-2;795.5047273;-55.80636364
-2;789.9383636;-55.66363636
-2;784.4148182;-55.23545455
-2;778.9055455;-55.09272727
-2;773.4105455;-54.95
-2;767.9440909;-54.66454545
-2;762.5204545;-54.23636364
-2;757.1253636;-53.95090909
-2;751.7730909;-53.52272727
-2;746.4493636;-53.23727273
-2;741.1256364;-53.23727273
-2;735.8161818;-53.09454545
-2;730.5495455;-52.66636364
-2;725.2971818;-52.52363636
-2;720.1019091;-51.95272727
-2;714.9209091;-51.81
-2;709.7541818;-51.66727273
-2;704.5731818;-51.81
-2;699.4492727;-51.23909091
-2;694.3539091;-50.95363636
-2;689.3013636;-50.52545455
-2;684.2488182;-50.52545455
-2;679.2105455;-50.38272727
-2;674.2008182;-50.09727273
-2;669.2196364;-49.81181818
-2;664.2812727;-49.38363636
-2;659.3429091;-49.38363636
-2;654.4330909;-49.09818182
-2;649.5232727;-49.09818182
-2;644.6705455;-48.52727273
-2;639.8320909;-48.38454545
-2;634.9936364;-48.38454545
-2;630.1837273;-48.09909091
-2;625.3880909;-47.95636364
-2;620.6495455;-47.38545455
-2;615.8967273;-47.52818182
-2;611.1439091;-47.52818182
-2;606.4339091;-47.1
-2;601.781;-46.52909091
-2;597.1138182;-46.67181818
-2;592.4323636;-46.81454545
-2;587.808;-46.24363636
-2;583.2407273;-45.67272727
-2;578.6163636;-46.24363636
-2;574.0348182;-45.81545455
-2;569.4960909;-45.38727273
-2;564.9716364;-45.24454545
-2;560.4043636;-45.67272727
-2;555.8941818;-45.10181818
-2;551.4125455;-44.81636364
-2;546.9451818;-44.67363636
-2;542.4635455;-44.81636364
-2;538.0247273;-44.38818182
-2;533.6001818;-44.24545455
-2;529.1470909;-44.53090909
-2;524.7368182;-44.10272727
-2;520.3836364;-43.53181818
-2;515.9876364;-43.96
-2;511.6201818;-43.67454545
-2;507.2955455;-43.24636364
-2;502.9566364;-43.38909091
-2;498.6177273;-43.38909091
-2;494.3501818;-42.67545455
-2;490.0826364;-42.67545455
-2;485.8008182;-42.81818182
-2;481.5760909;-42.24727273
-2;477.3656364;-42.10454545
-2;473.1123636;-42.53272727
-2;468.9304545;-41.81909091
-2;464.7770909;-41.53363636
-2;460.5666364;-42.10454545
-2;456.4275455;-41.39090909
-2;452.3027273;-41.24818182
-2;448.1493636;-41.53363636
-2;444.0530909;-40.96272727
-2;439.9425455;-41.10545455
-2;435.832;-41.10545455
-2;431.7785455;-40.53454545
-2;427.7108182;-40.67727273
-2;423.6430909;-40.67727273
-2;419.6181818;-40.24909091
-2;415.579;-40.39181818
-2;411.5398182;-40.39181818
-2;407.572;-39.67818182
-2;403.5470909;-40.24909091
-2;399.565;-39.82090909
-2;395.6257273;-39.39272727
-2;391.6293636;-39.96363636
-2;387.6758182;-39.53545455
-2;383.7365455;-39.39272727
-2;379.783;-39.53545455
-2;375.8722727;-39.10727273
-2;371.933;-39.39272727
-2;368.008;-39.25
-2;364.1115455;-38.96454545
-2;360.1865455;-39.25
-2;356.3186364;-38.67909091
-2;352.4364545;-38.82181818
-2;348.5542727;-38.82181818
-2;344.7149091;-38.39363636
-2;340.847;-38.67909091
-2;337.0076364;-38.39363636
-2;333.1968182;-38.10818182
-2;329.3574545;-38.39363636
-2;325.5609091;-37.96545455
-2;321.7500909;-38.10818182
-2;317.9678182;-37.82272727
-2;314.1998182;-37.68
-2;310.4175455;-37.82272727
-2;306.6638182;-37.53727273
-2;302.8958182;-37.68
-2;299.1278182;-37.68
-2;295.4026364;-37.25181818
-2;291.6346364;-37.68
-2;287.938;-36.96636364
-2;284.1985455;-37.39454545
-2;280.5019091;-36.96636364
-2;276.8195455;-36.82363636
-2;273.1229091;-36.96636364
-2;269.4548182;-36.68090909
-2;265.7581818;-36.96636364
-2;262.0900909;-36.68090909
-2;258.4362727;-36.53818182
-2;254.7824545;-36.53818182
-2;251.1571818;-36.25272727
-2;247.4890909;-36.68090909
-2;243.8923636;-35.96727273
-2;240.2528182;-36.39545455
-2;236.6418182;-36.11
-2;233.0450909;-35.96727273
-2;229.4483636;-35.96727273
-2;225.8944545;-35.53909091
-2;222.2977273;-35.96727273
-2;218.7438182;-35.53909091
-2;215.1470909;-35.96727273
-2;211.6074545;-35.39636364
-2;208.0535455;-35.53909091
-2;204.5139091;-35.39636364
-2;201.0028182;-35.11090909
-2;197.4489091;-35.53909091
-2;193.9663636;-34.82545455
-2;190.4267273;-35.39636364
-2;186.9299091;-34.96818182
-2;183.4188182;-35.11090909
-2;179.922;-34.96818182
-2;176.4537273;-34.68272727
-2;172.9569091;-34.96818182
-2;169.5029091;-34.54
-2;166.0060909;-34.96818182
-2;162.5806364;-34.25454545
-2;159.0980909;-34.82545455
-2;155.6583636;-34.39727273
-2;152.1900909;-34.68272727
-2;148.7646364;-34.25454545
-2;145.3249091;-34.39727273
-2;141.8994545;-34.25454545
-2;138.4882727;-34.11181818
-2;135.0628182;-34.25454545
-2;131.6801818;-33.82636364
-2;128.2404545;-34.39727273
-2;124.8720909;-33.68363636
-2;121.4466364;-34.25454545
-2;118.0925455;-33.54090909
-2;114.6956364;-33.96909091
-2;111.3415455;-33.54090909
-2;107.9589091;-33.82636364
-2;104.6048182;-33.54090909
-2;101.265;-33.39818182
-2;97.91090909;-33.54090909
-2;94.58536364;-33.25545455
-2;91.24554545;-33.39818182
-2;87.94854545;-32.97
-2;84.60872727;-33.39818182
-2;81.34027273;-32.68454545
-2;78.00045455;-33.39818182
-2;74.732;-32.68454545
-2;71.40645455;-33.25545455
-2;68.15227273;-32.54181818
-2;64.85527273;-32.97
-2;61.57254545;-32.82727273
-2;58.30409091;-32.68454545
-2;55.03563636;-32.68454545
-2;51.75290909;-32.82727273
-2;48.49872727;-32.54181818
-2;45.24454545;-32.54181818
-2;42.00463636;-32.39909091
-2;38.75045455;-32.54181818
-2;35.51054545;-32.39909091
-2;32.27063636;-32.39909091
-2;29.045;-32.25636364
-2;25.81936364;-32.25636364
-2;22.59372727;-32.25636364
-2;19.38236364;-32.11363636
-2;16.14245455;-32.39909091
-2;12.95963636;-31.82818182
-2;9.734;-32.25636364
-2;6.551181818;-31.82818182
-2;3.339818182;-32.11363636
-2;0.171272727;-31.68545455
-2;-3.054363636;-32.25636364
-2;-6.208636364;-31.54272727
-2;-9.434272727;-32.25636364
-2;-12.57427273;-31.4
-2;-15.79990909;-32.25636364
-2;-18.93990909;-31.4
-2;-22.15127273;-32.11363636
-2;-25.277;-31.25727273
-2;-28.47409091;-31.97090909
-2;-31.61409091;-31.4
-2;-34.79690909;-31.82818182
-2;-37.90836364;-31.11454545
-2;-41.09118182;-31.82818182
-2;-44.20263636;-31.11454545
-2;-47.35690909;-31.54272727
-2;-50.45409091;-30.97181818
-2;-53.62263636;-31.68545455
-2;-56.73409091;-31.11454545
-2;-59.87409091;-31.4
-2;-62.957;-30.82909091
-2;-66.11127273;-31.54272727
-2;-69.19418182;-30.82909091
-2;-72.34845455;-31.54272727
-2;-75.40281818;-30.54363636
-2;-78.55709091;-31.54272727
-2;-81.64;-30.82909091
-2;-84.75145455;-31.11454545
-2;-87.82009091;-30.68636364
-2;-90.94581818;-31.25727273
-2;-94.00018182;-30.54363636
-2;-97.11163636;-31.11454545
-2;-100.1517273;-30.40090909
-2;-103.2489091;-30.97181818
-2;-106.3032727;-30.54363636
-2;-109.3719091;-30.68636364
-2;-112.4405455;-30.68636364
-2;-115.5234545;-30.82909091
-2;-118.5920909;-30.68636364
-2;-121.675;-30.82909091
-2;-124.7436364;-30.68636364
-2;-127.8265455;-30.82909091
-2;-130.8951818;-30.68636364
-2;-133.9495455;-30.54363636
-2;-137.0181818;-30.68636364
-2;-140.0725455;-30.54363636
-2;-143.1269091;-30.54363636
-2;-146.1812727;-30.54363636
-2;-149.2356364;-30.54363636
-2;-152.2757273;-30.40090909
-2;-155.3158182;-30.40090909
-2;-158.3559091;-30.40090909
-2;-161.396;-30.40090909
-2;-164.4218182;-30.25818182
-2;-167.4619091;-30.40090909
-2;-170.4734545;-30.11545455
-2;-173.5135455;-30.40090909
-2;-176.5108182;-29.97272727
-2;-179.5509091;-30.40090909
-2;-182.5339091;-29.83
-2;-185.5882727;-30.54363636
-2;-188.557;-29.68727273
-2;-191.5970909;-30.40090909
-2;-194.5658182;-29.68727273
-2;-197.5916364;-30.25818182
-2;-200.5603636;-29.68727273
-2;-203.5719091;-30.11545455
-2;-206.5406364;-29.68727273
-2;-209.5379091;-29.97272727
-2;-212.5066364;-29.68727273
-2;-215.4896364;-29.83
-2;-218.4726364;-29.83
-2;-221.4556364;-29.83
-2;-224.4386364;-29.83
-2;-227.4073636;-29.68727273
-2;-230.3903636;-29.83
-2;-233.3590909;-29.68727273
-2;-236.3278182;-29.68727273
-2;-239.2822727;-29.54454545
-2;-242.2795455;-29.97272727
